recipe_id,recipe_name,cuisine,category,spice_level,meal_type,is_vegetarian,is_vegan,is_gluten_free,is_halal,rating,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent,suitable_diabetes,suitable_hypertension,suitable_heart_disease,suitable_kidney_disease,suitable_acne,calorie_tier,compatible_omnivore,compatible_vegetarian,compatible_vegan,compatible_pescatarian,score_weight_loss,score_weight_gain,score_muscle_gain,score_maintain,cal_match_breakfast,cal_match_lunch,cal_match_dinner,cal_match_snack
RCP01224,Lamb Shorwa,Afghan,Main Course,Hot,Dinner,0,0,0,1,4.3,611.0,45.8,31.7,14.9,9.6,4.1,1122.0,61.0,40,23,25,39,0,0,0,0,1,high,1,0,0,0,0.4971,0.7635,0.8071,0.8327,0,1,0,0
RCP01225,Fereni,Afghan,Desserts,Hot,Snack,1,0,0,1,4.8,117.0,6.6,53.9,25.7,2.6,34.2,158.0,74.0,18,12,29,31,0,1,0,1,0,very_low,1,1,0,1,0.5393,0.1281,0.1329,0.209,0,0,0,1
RCP01226,Mantu,Afghan,Main Course,Medium,Dinner,0,0,0,1,4.5,446.0,35.3,54.0,23.0,9.0,2.3,1103.0,102.0,5,14,35,27,1,0,0,0,0,medium,1,0,0,0,0.519,0.5729,0.6079,0.8753,0,1,1,0
RCP01227,Avocado Toast Bowl,Western,Modern Fusion,Hot,Dinner,0,0,0,0,4.5,362.0,28.3,48.0,26.0,3.1,5.9,520.0,73.0,19,17,8,37,1,1,0,1,0,medium,1,0,0,0,0.425,0.4621,0.4899,0.6018,1,1,1,0
RCP01228,Turmeric Latte,Fusion,Beverages,Medium,Snack,1,0,1,0,4.3,191.0,1.2,36.8,3.8,1.2,18.9,59.0,24.0,37,17,18,35,0,1,1,1,0,very_low,1,1,0,1,0.6057,0.1294,0.1211,0.1693,1,0,0,1
RCP01229,Pine Nut Mix,Afghan,Snacks,Very Hot,Snack,1,0,0,1,4.6,133.0,6.0,25.0,5.2,5.2,6.5,218.0,29.0,40,13,20,28,1,1,1,0,1,very_low,1,1,0,1,0.7063,0.1331,0.136,0.2787,0,0,0,1
RCP01230,Peas Fried Rice,Pakistani,Rice Dishes,Hot,Lunch,0,0,0,1,4.5,316.0,17.9,53.2,12.3,7.0,1.7,745.0,84.0,7,32,26,26,1,1,0,0,1,low,1,0,0,0,0.6082,0.3467,0.3596,0.5647,1,1,1,0
RCP01231,Roti,Pakistani,Bread,Very Hot,Breakfast,1,1,1,1,4.5,305.0,10.1,33.6,6.6,2.9,2.2,347.0,31.0,9,16,11,7,1,1,1,1,1,low,1,1,1,1,0.5659,0.2748,0.2753,0.3768,1,1,1,0
RCP01232,Bhapa Ilish,Bangladeshi,Fish Dishes,Mild,Dinner,0,0,0,1,4.5,278.0,42.2,20.6,4.8,2.2,5.8,557.0,93.0,29,39,22,6,1,1,1,1,1,low,1,0,0,1,0.5762,0.5254,0.5809,0.6403,1,0,1,1
RCP01233,Masala Chai,Indian,Beverages,Very Hot,Snack,1,1,0,1,4.7,128.0,1.9,12.5,1.9,0.5,25.5,156.0,20.0,27,28,13,24,0,1,1,1,0,very_low,1,1,1,1,0.6346,0.0958,0.0921,0.1168,0,0,0,1
RCP01234,Chicken Korma,Afghan,Main Course,Mild,Dinner,0,0,0,1,4.0,523.0,51.4,46.3,34.9,4.2,5.1,928.0,59.0,10,24,35,31,0,0,0,0,0,high,1,0,0,0,0.3131,0.7552,0.8129,0.7563,0,1,1,0
RCP01235,Green Tea,Afghan,Beverages,Hot,Snack,1,0,1,1,4.9,42.0,5.0,9.6,1.1,1.1,16.7,67.0,21.0,7,11,34,16,0,1,1,1,0,very_low,1,1,0,1,0.6944,0.0679,0.074,0.1055,0,0,0,0
RCP01236,Peas Pulao,Indian,Rice Dishes,Medium,Dinner,0,0,0,1,4.3,326.0,30.3,59.7,13.9,7.1,2.0,868.0,79.0,13,49,32,38,1,0,0,0,1,low,1,0,0,0,0.5956,0.4562,0.4893,0.6978,1,1,1,0
RCP01237,Garden Salad,Western,Appetizers,Mild,Lunch,0,0,0,0,4.5,336.0,10.0,48.0,17.7,6.9,10.5,781.0,60.0,39,15,30,4,0,1,0,0,1,low,1,0,0,0,0.5638,0.2933,0.292,0.4965,1,1,1,0
RCP01238,Tehari,Bangladeshi,Rice Dishes,Hot,Lunch,0,0,0,1,4.4,343.0,33.0,62.4,12.9,2.9,1.8,480.0,87.0,36,40,28,11,1,1,1,1,1,low,1,0,0,0,0.5091,0.4894,0.526,0.6312,1,1,1,0
RCP01239,Bagel,Western,Bread,Mild,Breakfast,1,0,0,1,4.0,257.0,9.2,31.7,7.3,3.7,7.0,607.0,1.0,20,20,29,35,1,1,1,0,1,low,1,1,0,1,0.6017,0.2373,0.2389,0.3558,1,0,1,1
RCP01240,Doodh Pati,Pakistani,Beverages,Medium,Breakfast,1,0,1,1,4.2,208.0,9.0,15.7,1.9,0.4,14.7,168.0,5.0,35,48,28,4,0,1,1,1,0,low,1,1,0,1,0.5926,0.205,0.2089,0.2387,1,0,0,1
RCP01241,Fried Fish,Pakistani,Fish Dishes,Hot,Lunch,0,0,0,1,4.5,319.0,46.7,10.1,19.6,1.7,5.4,542.0,78.0,37,44,7,17,1,1,0,1,1,low,1,0,0,1,0.4569,0.5885,0.6493,0.6552,1,1,1,0
RCP01242,Chotpoti,Bangladeshi,Street Food,Very Hot,Lunch,0,0,0,1,4.8,462.0,23.0,55.4,13.9,2.3,8.4,602.0,67.0,31,25,9,30,1,1,1,0,1,medium,1,0,0,0,0.4316,0.4804,0.494,0.5795,0,1,1,0
RCP01243,Prawn Karahi,Pakistani,Fish Dishes,Hot,Dinner,1,1,1,1,3.7,194.0,34.1,11.9,18.0,3.5,5.0,394.0,47.0,2,18,3,36,1,1,1,1,1,very_low,1,1,1,1,0.565,0.4054,0.4519,0.5578,1,0,0,1
RCP01244,Sherbet,Afghan,Beverages,Very Hot,Breakfast,1,0,0,1,3.9,105.0,2.8,25.0,5.5,2.5,15.9,135.0,7.0,5,48,22,21,0,1,1,1,0,very_low,1,1,0,1,0.6645,0.089,0.088,0.1605,0,0,0,1
RCP01245,Mastawa,Afghan,Rice Dishes,Very Hot,Lunch,1,0,1,1,4.1,420.0,10.4,55.8,16.3,7.2,1.1,864.0,53.0,39,4,18,40,1,0,0,0,1,medium,1,1,0,1,0.5362,0.3492,0.344,0.564,0,1,1,0
RCP01246,Doogh,Afghan,Beverages,Mild,Snack,1,0,0,1,3.7,160.0,7.1,20.6,2.9,1.2,31.8,129.0,22.0,9,50,35,33,0,1,1,1,0,very_low,1,1,0,1,0.6266,0.1592,0.1624,0.2077,1,0,0,1
RCP01247,Hibiscus Agua Fresca,Fusion,Beverages,Very Hot,Breakfast,1,0,0,0,4.9,176.0,8.2,16.1,2.8,2.3,15.4,175.0,23.0,9,22,10,12,0,1,1,1,0,very_low,1,1,0,1,0.6412,0.1783,0.1826,0.2568,1,0,0,1
RCP01248,Kombucha,Fusion,Beverages,Medium,Breakfast,1,0,0,0,3.6,94.0,9.7,36.2,2.3,2.5,20.1,78.0,20.0,15,37,11,4,0,1,1,1,0,very_low,1,1,0,1,0.6892,0.1396,0.1507,0.2222,0,0,0,1
RCP01249,Mushroom Risotto,Western,Rice Dishes,Hot,Dinner,0,0,0,1,3.8,373.0,20.9,45.3,13.4,7.5,3.6,814.0,29.0,23,38,12,7,1,0,0,0,1,medium,1,0,0,0,0.5831,0.4073,0.4221,0.6452,1,1,1,0
RCP01250,Mediterranean Platter,Western,Modern Fusion,Very Hot,Dinner,0,0,0,0,5.0,331.0,23.9,47.8,24.4,5.7,2.2,678.0,54.0,26,19,31,35,1,1,0,0,0,low,1,0,0,0,0.5021,0.406,0.4281,0.6022,1,1,1,0
RCP01251,Rui Maach Jhol,Bangladeshi,Fish Dishes,Medium,Lunch,0,0,1,1,4.9,373.0,47.2,8.0,5.5,4.9,1.7,787.0,53.0,36,25,28,4,1,1,0,0,1,medium,1,0,0,1,0.5785,0.6265,0.6851,0.7712,1,1,1,0
RCP01252,Shawarma Bowl,Fusion,Main Course,Very Hot,Dinner,0,0,0,1,4.8,568.0,33.3,50.4,12.9,9.7,2.9,826.0,113.0,5,28,29,39,0,0,0,0,1,high,1,0,0,0,0.5326,0.6325,0.6576,0.7968,0,1,1,0
RCP01253,Hummus Veggies,Western,Snacks,Medium,Breakfast,1,0,1,0,4.0,76.0,5.9,33.3,12.0,5.1,16.6,202.0,29.0,9,14,26,10,0,1,1,0,0,very_low,1,1,0,1,0.692,0.0967,0.1024,0.2372,0,0,0,0
RCP01254,Dahi Bhalle,Pakistani,Appetizers,Medium,Lunch,0,0,0,1,4.7,124.0,19.6,12.3,23.8,6.8,6.4,273.0,35.0,5,15,8,15,1,1,0,0,0,very_low,1,0,0,0,0.6312,0.2408,0.2669,0.4487,0,0,0,1
RCP01255,Grilled Salmon,Western,Fish Dishes,Medium,Dinner,0,0,0,1,4.0,374.0,28.3,5.5,19.5,3.1,2.1,692.0,78.0,9,3,22,15,1,1,0,0,1,medium,1,0,0,1,0.458,0.4696,0.4967,0.6098,1,1,1,0
RCP01256,Seekh Kebab Roll,Pakistani,Street Food,Medium,Lunch,1,0,0,1,4.2,405.0,27.2,53.2,8.8,5.9,3.7,433.0,79.0,38,49,32,23,1,1,1,0,1,medium,1,1,0,1,0.5627,0.4798,0.5034,0.6895,0,1,1,0
RCP01257,Samosa,Pakistani,Appetizers,Medium,Lunch,0,0,0,1,4.0,392.0,19.6,20.5,19.9,2.8,11.8,403.0,30.0,35,7,24,35,0,1,0,1,1,medium,1,0,0,0,0.4406,0.4083,0.42,0.5273,1,1,1,0
RCP01258,Makhana,Pakistani,Snacks,Hot,Breakfast,1,0,0,1,3.8,91.0,4.3,34.9,2.3,1.1,18.0,287.0,28.0,19,24,25,5,0,1,1,1,0,very_low,1,1,0,1,0.6627,0.0927,0.095,0.1312,0,0,0,1
RCP01259,Mastawa,Afghan,Rice Dishes,Hot,Dinner,0,0,1,1,4.7,390.0,34.0,65.5,14.7,3.7,7.0,824.0,70.0,31,26,16,10,1,0,0,0,1,medium,1,0,0,0,0.4908,0.5271,0.5629,0.6925,1,1,1,0
RCP01260,Vegetable Spring Roll,Indian,Appetizers,Medium,Lunch,0,0,0,1,4.9,259.0,16.3,17.4,14.2,7.2,7.3,402.0,31.0,2,14,12,30,1,1,1,0,1,low,1,0,0,0,0.6293,0.2977,0.311,0.5157,1,0,1,1
RCP01261,Harissa Lamb,Fusion,Main Course,Very Hot,Lunch,0,0,1,1,4.7,634.0,47.9,46.6,34.7,3.8,4.5,520.0,99.0,22,33,34,22,0,1,0,1,0,high,1,0,0,0,0.2508,0.7954,0.8413,0.6723,0,1,0,0
RCP01262,Hot Dog,Western,Street Food,Hot,Lunch,1,0,0,0,4.9,444.0,24.5,28.5,18.5,2.6,6.6,1089.0,22.0,4,9,20,38,1,0,0,0,1,medium,1,1,0,1,0.419,0.4817,0.4987,0.606,0,1,1,0
RCP01263,Luchi,Bangladeshi,Bread,Hot,Breakfast,1,0,0,1,4.9,311.0,8.9,47.9,15.9,4.8,6.7,480.0,13.0,25,43,10,40,1,1,1,1,1,low,1,1,0,1,0.5451,0.2685,0.2667,0.4163,1,1,1,0
RCP01264,Hummus Platter,Fusion,Snacks,Mild,Breakfast,1,0,1,1,3.9,79.0,13.3,16.2,3.4,1.7,4.5,269.0,14.0,14,25,9,13,1,1,1,1,1,very_low,1,1,0,1,0.6741,0.1602,0.1781,0.2282,0,0,0,0
RCP01265,Chapli Kebab Paratha,Pakistani,Street Food,Medium,Lunch,0,0,0,1,3.8,485.0,24.4,38.2,24.6,5.2,9.3,921.0,23.0,39,28,16,38,1,0,0,0,0,medium,1,0,0,0,0.4139,0.5065,0.5211,0.6507,0,1,1,0
RCP01266,Masala Naan Pizza,Fusion,Bread,Hot,Breakfast,1,0,0,0,3.9,330.0,9.9,46.3,8.7,5.1,6.8,546.0,39.0,19,10,14,28,1,1,1,0,1,low,1,1,0,1,0.5848,0.2888,0.2876,0.4465,1,1,1,0
RCP01267,Kadai Paneer,Indian,Main Course,Medium,Lunch,1,0,0,1,4.0,571.0,52.8,40.7,10.6,4.1,3.6,915.0,119.0,12,20,22,16,0,0,0,0,1,high,1,1,0,1,0.4329,0.7969,0.8543,0.7218,0,1,1,0
RCP01268,Prawn Malai Curry,Bangladeshi,Main Course,Medium,Dinner,0,0,1,1,4.4,352.0,34.2,41.2,30.0,9.3,9.1,1197.0,80.0,28,6,7,17,1,0,0,0,0,medium,1,0,0,0,0.53,0.505,0.5431,0.8092,1,1,1,0
RCP01269,Appam,Indian,Bread,Medium,Breakfast,1,1,0,1,4.8,279.0,5.7,30.2,8.6,2.8,6.7,465.0,23.0,35,29,34,38,1,1,1,1,1,low,1,1,1,1,0.5649,0.2219,0.2164,0.313,1,0,1,1
RCP01270,Rooh Afza,Pakistani,Beverages,Very Hot,Snack,1,0,0,1,3.8,134.0,2.6,32.7,4.3,2.1,32.6,124.0,24.0,11,2,26,39,0,1,1,1,0,very_low,1,1,0,1,0.6492,0.1054,0.1026,0.1678,0,0,0,1
RCP01271,Chimichurri Steak,Fusion,Main Course,Hot,Dinner,0,0,0,0,3.7,475.0,25.3,25.3,34.9,3.8,4.2,1178.0,63.0,34,2,15,19,1,0,0,0,0,medium,1,0,0,0,0.3291,0.5077,0.5244,0.6313,0,1,1,0
RCP01272,Shir Chai,Afghan,Beverages,Mild,Breakfast,1,0,1,1,4.0,56.0,1.4,30.4,0.2,0.8,4.0,73.0,2.0,28,44,34,40,1,1,1,1,1,very_low,1,1,0,1,0.6868,0.0467,0.046,0.0713,0,0,0,0
RCP01273,Kheer,Indian,Desserts,Medium,Snack,1,0,0,1,4.1,98.0,9.8,51.0,7.0,3.4,32.4,296.0,74.0,37,48,17,29,0,1,1,1,0,very_low,1,1,0,1,0.677,0.1429,0.154,0.2483,0,0,0,1
RCP01274,Halwa,Pakistani,Desserts,Medium,Snack,1,1,0,1,4.3,267.0,5.7,62.7,9.3,2.6,20.8,237.0,45.0,2,36,13,6,0,1,1,1,0,low,1,1,1,1,0.5627,0.2144,0.2096,0.3,1,0,1,1
RCP01275,Fish Tikka,Pakistani,Fish Dishes,Medium,Dinner,1,1,0,1,3.8,238.0,49.6,22.0,5.8,4.6,4.4,631.0,58.0,6,3,34,32,1,1,1,0,1,low,1,1,1,1,0.6382,0.5621,0.632,0.6737,1,0,0,1
RCP01276,Cold Brew,Fusion,Beverages,Mild,Breakfast,1,0,0,0,4.0,136.0,2.5,23.5,7.0,1.4,29.7,72.0,7.0,17,34,7,39,0,1,1,1,0,very_low,1,1,0,1,0.618,0.1058,0.1027,0.1507,0,0,0,1
RCP01277,Egg Omelette,Western,Main Course,Hot,Lunch,0,0,0,0,4.8,525.0,26.4,34.6,17.1,7.3,6.9,1109.0,75.0,40,19,11,27,0,0,0,0,1,high,1,0,0,0,0.4809,0.5481,0.564,0.6965,0,1,1,0
RCP01278,Arroz con Pollo,Fusion,Rice Dishes,Hot,Lunch,0,0,1,1,4.7,510.0,28.0,61.8,19.9,7.8,5.3,620.0,73.0,28,28,35,20,0,1,0,0,1,high,1,0,0,0,0.4816,0.5521,0.5714,0.735,0,1,1,0
RCP01279,Onion Bhaji,Indian,Appetizers,Mild,Snack,0,0,0,1,3.8,172.0,7.8,38.1,19.4,6.6,9.6,277.0,60.0,13,47,16,4,1,1,0,0,1,very_low,1,0,0,0,0.6296,0.1725,0.1763,0.3577,1,0,0,1
RCP01280,Chanay,Pakistani,Snacks,Hot,Snack,1,0,0,1,4.0,169.0,3.6,27.4,4.2,4.9,3.9,271.0,10.0,20,39,3,10,1,1,1,1,1,very_low,1,1,0,1,0.6883,0.1356,0.1326,0.2712,1,0,0,1
RCP01281,Yakhni Pulao,Pakistani,Rice Dishes,Mild,Dinner,0,0,0,1,4.9,527.0,27.8,79.9,10.4,2.5,7.2,470.0,29.0,38,41,32,12,0,1,1,1,1,high,1,0,0,0,0.4241,0.561,0.5791,0.5892,0,1,1,0
RCP01282,Bubble Tea,Fusion,Beverages,Very Hot,Snack,1,0,1,0,4.7,195.0,3.7,12.9,1.4,2.2,31.1,128.0,9.0,36,33,9,17,0,1,1,1,0,very_low,1,1,0,1,0.6381,0.1527,0.1484,0.222,1,0,0,1
RCP01283,Coconut Water,Bangladeshi,Beverages,Hot,Breakfast,1,1,0,1,4.5,163.0,7.5,17.8,0.7,2.1,12.5,102.0,3.0,9,44,25,11,0,1,1,1,0,very_low,1,1,1,1,0.6563,0.1644,0.1681,0.2362,1,0,0,1
RCP01284,Chicken Biryani,Pakistani,Rice,Medium,Lunch,0,0,1,1,4.8,710.0,48.0,72.0,22.0,3.2,4.1,820.0,115.0,8,6,7,18,0,0,0,0,1,very_high,1,0,0,0,0.29,0.82,0.86,0.74,0,0,0,0
RCP01285,Lamb Rogan Josh,Indian,Curry,Hot,Dinner,0,0,1,1,4.6,695.0,52.0,28.0,38.0,4.0,5.2,760.0,130.0,12,10,6,22,0,0,0,0,0,very_high,1,0,0,0,0.31,0.8,0.87,0.76,0,0,0,0
RCP01286,Ribeye Steak with Fries,Western,Grill,Mild,Dinner,0,0,0,0,4.5,720.0,55.0,42.0,32.0,3.5,2.0,680.0,145.0,4,18,5,28,0,0,0,0,0,very_high,1,0,0,0,0.25,0.84,0.88,0.72,0,0,0,0
RCP01287,Vegetable Lasagne,Western,Pasta,Mild,Dinner,1,0,0,1,4.3,680.0,28.0,74.0,26.0,6.0,9.0,640.0,55.0,22,15,28,14,0,1,0,0,1,very_high,1,1,0,1,0.33,0.78,0.72,0.8,0,0,0,0
RCP01288,Mutton Karahi,Pakistani,Curry,Hot,Dinner,0,0,1,1,4.7,705.0,54.0,18.0,44.0,2.5,3.8,890.0,140.0,10,12,8,24,0,0,0,0,0,very_high,1,0,0,0,0.28,0.83,0.89,0.75,0,0,0,0
RCP01289,Paneer Butter Masala with Naan,Indian,Curry,Medium,Lunch,1,0,0,1,4.5,690.0,32.0,65.0,30.0,4.5,8.5,720.0,80.0,18,8,32,12,0,0,0,0,0,very_high,1,1,0,1,0.3,0.79,0.74,0.82,0,0,0,0
RCP01290,Salmon Teriyaki with Rice,Fusion,Seafood,Mild,Dinner,0,0,1,1,4.6,715.0,52.0,58.0,22.0,2.8,10.0,740.0,95.0,6,5,8,14,1,1,1,0,1,very_high,1,0,0,1,0.42,0.76,0.85,0.84,0,0,0,0
RCP01291,Beef Burger with Sweet Potato Fries,Western,Burger,Mild,Lunch,0,0,0,0,4.4,755.0,42.0,70.0,30.0,6.5,12.0,820.0,110.0,35,22,12,20,0,0,0,0,0,very_high,1,0,0,0,0.24,0.85,0.83,0.71,0,0,0,0
RCP01292,Dal Makhani with Rice and Roti,Indian,Lentils,Medium,Dinner,1,0,0,1,4.5,748.0,30.0,90.0,22.0,12.0,5.5,580.0,30.0,14,8,18,26,1,1,1,0,1,very_high,1,1,0,1,0.38,0.77,0.72,0.85,0,0,0,0
RCP01293,Nihari with Naan,Pakistani,Stew,Hot,Dinner,0,0,0,1,4.8,760.0,56.0,52.0,32.0,3.8,4.0,950.0,145.0,6,5,10,30,0,0,0,0,0,very_high,1,0,0,0,0.26,0.86,0.9,0.77,0,0,0,0
RCP01294,Grilled Chicken Wrap with Hummus,Fusion,Wrap,Mild,Lunch,0,0,0,1,4.4,740.0,50.0,58.0,25.0,7.0,5.0,690.0,90.0,16,20,10,18,1,1,0,0,1,very_high,1,0,0,0,0.4,0.78,0.84,0.83,0,0,0,0
RCP01295,Mutton Biryani,Pakistani,Rice,Hot,Lunch,0,0,1,1,4.9,820.0,58.0,78.0,28.0,3.5,5.0,880.0,150.0,8,6,9,26,0,0,0,0,0,very_high,1,0,0,0,0.22,0.9,0.91,0.73,0,0,0,0
RCP01296,Pasta Carbonara,Western,Pasta,Mild,Dinner,1,0,0,1,4.5,810.0,38.0,82.0,34.0,3.0,4.5,720.0,180.0,10,4,18,16,0,0,0,0,0,very_high,1,1,0,1,0.2,0.88,0.82,0.74,0,0,0,0
RCP01297,Peshwari Lamb Chops with Pilau,Afghan,Grill,Medium,Dinner,0,0,1,1,4.7,835.0,62.0,60.0,36.0,3.2,3.5,810.0,160.0,8,8,7,28,0,0,0,0,0,very_high,1,0,0,0,0.23,0.89,0.92,0.76,0,0,0,0
RCP01298,Chickpea and Spinach Curry with Rice,Indian,Curry,Medium,Dinner,1,1,1,1,4.4,800.0,28.0,105.0,18.0,16.0,7.0,520.0,0.0,40,30,22,32,1,1,1,0,1,very_high,1,1,1,1,0.44,0.74,0.7,0.86,0,0,0,0
RCP01299,BBQ Ribs with Coleslaw,Western,Grill,Medium,Dinner,0,0,1,0,4.6,845.0,60.0,40.0,48.0,4.0,18.0,980.0,170.0,6,14,8,20,0,0,0,0,0,very_high,1,0,0,0,0.18,0.91,0.88,0.7,0,0,0,0
RCP01300,Bangladeshi Beef Tehari,Bangladeshi,Rice,Medium,Lunch,0,0,1,1,4.6,790.0,50.0,80.0,24.0,3.0,4.2,820.0,125.0,7,6,8,22,0,0,0,0,1,very_high,1,0,0,0,0.24,0.87,0.88,0.74,0,0,0,0
